id,type,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,targetX,targetY,zDist,pitchAngle,pOver,pSide,pUnder,call,manual,sH,sV,gyro,plx,plz,bIdx,order1Name,order2Name,order3Name,order4Name,order5Name,order6Name,order7Name,order8Name,order9Name,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,bOS,bVR,bSwing,hSec,rotS,rotL,shS,lgS,prepS,gripPen,batSpd,ev,ldeg,sdeg,launchPosX,launchPosY,launchPosZ,hPos,buntGrip,handDist,angVeloX,angVeloY,angVeloZ,spinValid,spinControlled,spinDecision,spinLegacyMag,spinTargetMag,spinVOffset,spinHOffset,spinRawStrength,spinContactStrength,spinSpeedStrength,spinTangentMag,spinAppliedMag,phValid,phSource,phColMode,phFlags,phDt,phFixedDt,phRenderAge,phInstFps,phRawCpX,phRawCpY,phRawCpZ,phRawHPos,phRawNX,phRawNY,phRawNZ,phNDeltaDeg,phCpX,phCpY,phCpZ,phHPosAdj,phNX,phNY,phNZ,phNVDeg,phGeomNX,phGeomNY,phGeomNZ,phGeomNDeltaDeg,phBallVX,phBallVY,phBallVZ,phBallSpd,phProxyPVX,phProxyPVY,phProxyPVZ,phProxyPSpd,phRenderPVX,phRenderPVY,phRenderPVZ,phRenderPSpd,phLastDX,phLastDY,phLastDZ,phBatSpd,phRenderLagX,phRenderLagY,phRenderLagZ,phRenderLagRotDeg,phProxyMoveX,phProxyMoveY,phProxyMoveZ,phProxyMoveRotDeg,phRenderMoveX,phRenderMoveY,phRenderMoveZ,phRenderMoveRotDeg,phProxyGeoX,phProxyGeoY,phProxyGeoZ,phProxyGeoH,phRenderGeoX,phRenderGeoY,phRenderGeoZ,phRenderGeoH,phPreGuardDirX,phPreGuardDirY,phPreGuardDirZ,phPreGuardDirH,phFinalDirX,phFinalDirY,phFinalDirZ,phFinalDirH,phPreGuardH,phApproachH,phGuardTargetH,phGuardDelta,phSeparation,phContactCount,phCpDelta,phHPosDelta,phSweepSteps,phSweepT,phSweepFail,phSweepGap,phPointVSource,phNormalSource,phGuardFlags,phRenderSampleDt,ltSec,lx,lz,cSec,cPos,cx,cy,cz,1BSafe,tag,cpSec,bTo1Sec,bTo2Sec,bTo3Sec,bToHSec,r1To2Sec,r1To3Sec,r1ToHSec,r2To3Sec,r2ToHSec,r3ToHSec,r1LeaveSec,r2LeaveSec,r3LeaveSec,out1Sec,out1BatterIndex,out1PrevBase,out1Code,out1Ass,out2Sec,out2BatterIndex,out2PrevBase,out2Code,out2Ass,out3Sec,out3BatterIndex,out3PrevBase,out3Code,out3Ass,ball1Sec,ball1Pos,ball2Sec,ball2Pos,ball3Sec,ball3Pos,ballHSec,ballHPos,PitchPPosX,PitchPPosZ,PitchCPosX,PitchCPosZ,Pitch1BPosX,Pitch1BPosZ,Pitch2BPosX,Pitch2BPosZ,Pitch3BPosX,Pitch3BPosZ,PitchSSPosX,PitchSSPosZ,PitchLFPosX,PitchLFPosZ,PitchCFPosX,PitchCFPosZ,PitchRFPosX,PitchRFPosZ,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,PGetSec,PGetX,PGetZ,CGetSec,CGetX,CGetZ,1BGetSec,1BGetX,1BGetZ,2BGetSec,2BGetX,2BGetZ,3BGetSec,3BGetX,3BGetZ,SSGetSec,SSGetX,SSGetZ,LFGetSec,LFGetX,LFGetZ,CFGetSec,CFGetX,CFGetZ,RFGetSec,RFGetX,RFGetZ,PThrSec,PThrX,PThrZ,CThrSec,CThrX,CThrZ,1BThrSec,1BThrX,1BThrZ,2BThrSec,2BThrX,2BThrZ,3BThrSec,3BThrX,3BThrZ,SSThrSec,SSThrX,SSThrZ,LFThrSec,LFThrX,LFThrZ,CFThrSec,CFThrX,CFThrZ,RFThrSec,RFThrX,RFThrZ,errPosDelta,result,infieldFly,balk,cPlr,sb2Sec,sb3Sec,sbhSec,ass,remarks
11,,1,0,0,0,0,1,0,0,0,0,255,255,255,1,641.089,"임 재 천",R,32,81,132,0.516,0.544,0.747,1.446,-0.111,1.937,-36.908,36.027,0,92,8,2,"BA+|BA-",205.399,9.326,4.525,0,0,0,"=","=","=","=","=","=","=","=","=",9,R,"_송글_",175.4,91.844,0.315,3,43,W,Y,1,642.106,112,85,6,0,1,,12,43,-6.097,42.631,0.064,1.044,-19.003,0.63,0,0.467,130.549,245.707,-321.251,1,0,0,424.991,0,0,0,0,0,0,0.703,424.991,1,2,3,2519,0.011,0.011,0.024,90,0.072,1.056,-18.559,0.981,0.34,0.664,-0.666,85.838,0.116,1.046,-18.98,0.63,0.915,0.043,0.4,-6.097,0.915,0.043,0.4,85.838,-0.826,-1.713,34.117,34.17,-14.542,-33.241,-19.656,41.265,-3.54,-9.022,0.199,9.694,-0.474,-0.596,-0.648,12.919,0.021,0.004,0.077,52.266,0.014,0.017,-0.065,52.266,-0.003,-0.015,-0.037,20.075,-0.708,0,0.706,-45.108,-0.52,0,0.854,-31.329,0,0,0,0,-0.675,-0.078,-0.733,42.631,-999,-999,-999,0,0.331,1,0.424,-0.351,48,0.545,0,-0.017,1,3,0,0.026,642.125,-4.03,-23.378,644.825,2,-14.186,0.056,-36.464,0,0,,647.491,,,,,,,,,,,,,647.434,0,,147,0,,,,,,,,,,,646.766,2,,,,,,,0.262,-37.829,0.004,-17.607,-20.174,-45.504,-15.763,-63.038,20.408,-50.601,11.663,-65.556,48.669,-88.518,-1.078,-111.234,-40.427,-103.796,0.424,-36.957,,"Kr_Luna",0.037,-17.562,,"소솨소솨",-20.106,-45.913,85,"Yaksok~",-16.088,-64.632,,"aura_5599",20.397,-50.488,,"하루（Haru）",11.669,-65.562,,"MODECO",48.747,-88.522,,"kneesohime",-1.123,-111.214,,"Pugeuk",-40.522,-103.467,,650.085,-0.6,-38.479,,,,645.212,-14.774,-37.481,,,,,,,,,,,,,,,,,,,,,,,,,648.975,-17.827,-41.638,,,,,,,,,,,,,,,,,,,"",2,0,0,"소솨소솨",,,,12,""
12,,1,0,0,0,0,0,1,0,0,0,255,255,255,2,666.705,"임 재 천",R,3,67,110,-1.738,-0.314,0.758,1.298,-0.057,1.436,-36.908,37.599,0,100,0,1,"",-430.807,0,2.382,0,0,1,"=","=","=","=","=","=","=","=","=",8,R,"쟈가리코",190,82,0.501,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,-37.678,0.013,-17.61,-20.081,-45.242,-12.796,-65.028,21.293,-51.069,9.631,-66.951,42.371,-93.511,-0.602,-112.016,-37.491,-96.45,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,671.606,0.139,-37.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
13,,1,0,0,0,1,0,1,0,0,0,255,255,255,3,684.496,"임 재 천",R,32,72,124,4.764,0.674,1.047,1.481,1.661,2.088,-36.908,68.222,0,100,0,3,"",160.301,2.977,3.107,-0.421,-20.722,1,"=","=","=","=","=","=","=","=","=",8,R,"쟈가리코",190,82,0.501,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191,-37.644,0.003,-17.612,-19.872,-45.063,-12.579,-65.043,19.809,-49.328,9.587,-66.951,42.173,-93.725,-4.284,-124.374,-37.258,-96.174,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",6,0,0,"",,,,0,""
14,,1,0,0,0,3,0,1,0,0,0,255,255,255,4,708.465,"임 재 천",R,34,75,126,0.596,1.045,0.789,1.563,0.086,2.296,-36.908,29.758,0,82,18,4,"",92.912,23.461,4.357,0,0,1,"=","=","=","=","=","=","=","=","=",8,R,"쟈가리코",190,82,0.501,,75,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.352,-37.708,0.029,-17.663,-19.968,-45.139,-12.95,-65.337,20.074,-48.611,9.764,-66.757,40.091,-96.197,-2.826,-116.852,-38.167,-99.34,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
15,,1,0,0,0,3,1,1,0,0,0,255,255,255,5,727.216,"임 재 천",R,32,79,129,-0.014,-0.162,0.693,1.321,-0.36,1.512,-36.908,32.546,0,100,0,0,"",213.231,-3.206,2.177,0,0,1,"=","=","=","=","=","=","=","=","=",8,R,"쟈가리코",190,82,0.501,,75,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,-37.53,0.012,-17.663,-20.212,-45.539,-12.342,-65.362,19.828,-49.38,9.866,-66.747,41.014,-94.821,-2.851,-116.83,-38.83,-99.545,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
16,,1,0,0,0,3,2,1,0,0,0,255,255,255,6,742.681,"임 재 천",R,5,48,103,3.447,0.315,1.069,1.397,1.66,1.836,-36.908,73.891,0,100,0,1,"",-91.232,0,4.008,0,0,1,"=","=","=","=","=","=","=","=","=",8,R,"쟈가리코",190,82,0.501,,75,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,753.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,-37.671,0.06,-17.65,-20.061,-44.869,-12.292,-65.292,20.076,-48.296,10.185,-66.589,41.82,-96.056,-2.797,-116.882,-38.984,-100.028,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",5,0,0,"",,,,0,""
17,,1,0,0,0,0,0,1,1,0,0,18,255,255,7,763.162,"임 재 천",R,32,78,129,-7.842,-0.871,0.23,1.25,-3.65,1.069,-36.908,28.117,0,70,30,4,"",163.102,-30.626,6.864,0,0,2,"=","=","=","=","=","=","=","=","=",7,R,"ddil_ddil69",176.4,89.974,0.546,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,763.278,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,-37.482,0.038,-17.67,-20.079,-43.406,-10.36,-60.081,17.987,-47.905,9.915,-66.687,44.18,-99.74,-2.354,-107.453,-41.365,-102.28,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
18,,1,0,0,0,0,1,1,1,0,0,18,255,255,8,783.618,"임 재 천",R,32,72,124,0.238,0.098,0.714,1.384,-0.262,1.721,-36.908,32.719,0,100,0,0,"",208.695,44.465,10.722,0,0,2,"=","=","=","=","=","=","=","=","=",7,R,"ddil_ddil69",176.4,89.974,0.546,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,802.141,,,,,,,,,,,,,,,,,,,,,,,,,,0.234,-37.454,0.003,-17.672,-21.215,-46.612,-11.362,-61.748,19.57,-49.838,8.861,-60.747,38.212,-83.549,-4.563,-107.458,-41.445,-102.122,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
19,,1,0,0,0,0,2,1,1,0,0,18,255,255,9,802.804,"임 재 천",R,3,64,108,-1.047,-0.254,0.831,1.316,0.28,1.482,-36.908,48.042,0,57,43,0,"",-385.752,0,10.168,0,0,2,"=","=","=","=","=","=","=","=","=",7,R,"ddil_ddil69",176.4,89.974,0.546,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,824.959,,,805.848,2,,578,0,,,,,,,,,,,,,,,,,,,0.212,-37.719,0.077,-17.657,-20.233,-46.826,-11.623,-61.862,19.821,-49.85,9.865,-61.325,36.814,-84.457,-6.871,-108.344,-41.31,-98.832,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
20,,1,0,0,0,0,0,2,1,0,0,18,255,255,10,824.96,"임 재 천",R,3,70,111,-1.041,0.228,0.828,1.4,0.269,1.769,-36.908,37.713,0,100,0,0,"",-449.917,0,-1.344,0,0,3,"=","=","=","=","=","=","=","=","=",2,L,"Sabo_10",185.3,87.575,0.449,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,842.287,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,-37.467,0.148,-17.646,-19.758,-46.244,-9.158,-67.023,20.028,-47.919,11.911,-65.17,50.44,-91.306,-6.925,-108.976,-40.622,-97.413,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
21,,1,0,0,0,0,1,2,1,0,0,18,255,255,11,842.283,"임 재 천",R,32,74,125,0.503,-0.188,0.744,1.317,-0.121,1.493,-36.908,37.069,0,100,0,0,"",194.391,-5.692,-3.698,0,0,3,"=","=","=","=","=","=","=","=","=",2,L,"Sabo_10",185.3,87.575,0.449,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,858.273,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,-37.557,0.119,-17.662,-20.226,-46.99,-8.25,-67.142,20.583,-48.818,12.014,-65.69,50.739,-91.775,10.282,-123.141,-40.324,-101.81,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
22,,1,0,0,0,0,2,2,1,0,0,18,255,255,12,858.451,"임 재 천",R,1,65,118,-4.803,1.276,0.377,1.726,-1.832,2.851,-36.908,5.61,33,67,0,3,"S+|S-",-4.332,1.965,25.289,-1.438,-21.816,3,"=","=","=","=","=","=","=","=","=",2,L,"Sabo_10",185.3,87.575,0.449,,74,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,890.986,,,,,,,,,,,,,,,,,,,,,,,,,,0.174,-37.683,0.155,-17.647,-21.457,-42.521,-7.754,-67.336,19.571,-47.994,12.035,-65.688,51.855,-90.579,3.361,-124.155,-40.122,-101.741,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",6,0,0,"",,,,0,""
23,,1,0,0,0,2,2,2,1,1,0,12,18,255,13,891.081,"임 재 천",R,32,74,126,0.585,-0.203,0.765,1.307,-0.023,1.46,-36.908,42.169,0,100,0,0,"R2-",157.811,-30.244,-6.118,0,0,3,"=","=","=","=","=","=","=","=","=",2,L,"Sabo_10",185.3,87.575,0.449,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,893.631,3,,578,0,,,,,,,,,,,,,,,,,,,0.218,-37.563,-0.04,-17.551,-21.407,-44.925,-6.998,-67.326,19.808,-47.074,10.724,-65.884,53.04,-91.872,-0.875,-124.502,-40.915,-99.465,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
24,SIDE,1,0,0,0,0,0,2,1,0,0,12,255,255,,896.136,,,,,,,,,,,,,,,,,,,,,,,,4,"=","=","=","=","=","=","=","=","=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
25,,2,1,0,0,0,0,0,0,0,0,255,255,255,11,938.835,"인생최패망자",R,26,93,140,0.858,0.452,0.518,2.171,0.307,1.715,-36.742,55.091,75,25,0,0,"",37.352,-177.273,6.975,0,0,3,"aura_5599","하루（Haru）","소솨소솨","임 재 천","Yaksok~","MODECO","Kr_Luna","Pugeuk","kneesohime",0,R,"임 재 천",190,90.237,0.546,,74,W,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,-38.047,-0.02,-16.987,-21.532,-49.444,-11.865,-64.523,19.313,-47.012,12.516,-64.903,43.952,-85.101,-0.945,-110.189,-42.967,-79.247,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
26,,2,1,0,0,0,1,0,0,0,0,255,255,255,12,952.456,"인생최패망자",R,26,92,140,-0.304,-0.046,0.415,2.068,-0.174,1.383,-36.742,37.007,75,25,0,2,"",20.754,-200,13.954,0,0,3,"=","=","=","=","=","=","=","=","=",0,R,"임 재 천",190,90.237,0.546,3,74,W,Y,1,953.559,233,46,128,66,42,,145,87,62.339,52.24,-0.08,0.928,-19.555,-1,0,0.485,-16.296,-323.146,-94.283,1,0,0,337.013,0,0,0,0,0,0,0.557,337.013,1,3,3,211,0.014,0.014,0.001,72,-0.09,0.828,-18.603,-0.838,0.306,-0.211,-0.928,90.687,-0.251,1.395,-21.125,-1,0.599,-0.709,0.372,62.339,-0.586,0.723,-0.366,178.875,-0.991,-3.116,36.281,36.428,-13.404,37.651,-77.883,87.539,-5.37,15.084,-31.202,35.07,0.467,0.226,-0.855,87,0,0,0,0,0.102,0.322,-0.632,106.047,0.102,0.322,-0.632,106.047,0,0,0,0,0,0,0,0,0,0,0,0,-0.514,0.76,-0.398,52.24,-999,-999,-999,0,0.844,1,2.59,-0.162,48,-1,2,0.203,1,1,0,0.035,958.516,-42.499,-59.003,960.4,8,-49.181,0.138,-66.174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-37.776,-0.027,-16.979,-21.881,-48.639,-12.913,-64.331,19.185,-48.028,12.748,-64.703,44.007,-85.006,-2.037,-113.492,-46.319,-95.177,0.164,-37.079,,"Yes_Man_",-0.021,-17.417,,"Sabo_10",-21.817,-48.583,,"_Gosomi",-12.872,-64.355,,"눈꽃",19.992,-49.952,,"아침땅_",12.713,-64.759,,"펜케이크",44.071,-84.952,,"ddil_ddil69",0.146,-112.864,,"쟈가리코",-46.53,-94.256,112,965.366,-0.211,-38.647,,,,,,,,,,,,,,,,,,,,,,961.05,-49.515,-66.376,,,,,,,,,,,,,,,,,,,,,,,,,963.562,-38.931,-59.586,"",3,0,0,"쟈가리코",,,,2,""
27,,2,1,0,0,0,2,0,0,0,0,255,255,255,13,975.677,"인생최패망자",R,26,96,140,0.382,-0.07,0.47,2.064,0.085,1.368,-36.742,45.402,78,22,0,2,"",48.269,-200,8.18,0,0,3,"=","=","=","=","=","=","=","=","=",0,R,"임 재 천",190,90.237,0.546,5,74,W,Y,1,976.785,72,42,72,62,33,,108,109,-30,59.044,0.055,0.929,-19.675,0.75,0,0.452,-2.057,155.754,-113.172,1,0,0,192.539,0,0,0,0,0,0,0.318,192.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.35,-1.229,-20.443,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-37.477,-0.008,-17.011,-22.131,-48.164,-15.329,-63.058,19.863,-48.592,12.758,-64.771,42.504,-85.597,1.467,-113.731,-45.211,-87.306,0.232,-36.919,,"Yes_Man_",-0.022,-17.364,,"Sabo_10",-21.632,-48.796,,"_Gosomi",-15.067,-63.1,,"눈꽃",19.856,-48.591,,"아침땅_",12.562,-65.34,,"펜케이크",42.7,-85.596,,"ddil_ddil69",1.212,-113.692,,"쟈가리코",-44.939,-87.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",3,0,0,"",,,,0,""
28,,2,1,0,0,0,2,0,0,0,0,255,255,255,14,990.834,"인생최패망자",R,26,97,140,-0.056,-0.055,0.436,2.163,-0.075,1.373,-36.742,44.471,70,30,0,2,"",26.7,-200,2.825,0,0,3,"=","=","=","=","=","=","=","=","=",0,R,"임 재 천",190,90.237,0.546,3,33,W,Y,1,991.952,172,54,92,52,40,,145,117,-30,10.255,-0.035,0.909,-19.458,0.85,0,0.517,-540.344,38.156,186.002,1,0,0,572.734,0,0,0,0,0,0,0.947,572.734,1,2,3,2519,0.014,0.014,0.013,72,-0.039,0.848,-18.603,0.927,0.326,0.383,-0.864,78.713,-0.026,0.964,-19.444,0.85,0.157,0.954,0.255,-75.017,0.157,0.954,0.255,78.713,-0.928,-3.295,36.349,36.51,-38.076,-14.818,-74.187,84.693,-13.623,-5.302,-26.543,30.303,-0.327,-0.032,-0.944,112.995,0,0,0,0,-0.013,0.012,-0.493,60.089,-0.013,0.012,-0.493,60.089,-0.844,0,0.536,-57.566,-0.654,0,-0.756,40.861,0,0,0,0,-0.155,-0.494,-0.856,10.255,-999,-999,-999,0,0.624,1,0.849,-0.077,48,0.3,0,-0.009,1,3,0,0.039,991.5,-0.298,-20.913,993.658,3,-7.966,1.497,-63.299,0,8,,998.011,,,,,,,,,,,,,997.255,3,,147,32,,,,,,,,,,,,,,,,,,,-0.018,-37.431,-0.033,-17.024,-22.797,-49.19,-15.723,-62.817,20.034,-49.352,11.962,-65.319,42.566,-85.459,0.254,-111.971,-43.896,-85.171,0.301,-36.948,,"Yes_Man_",-0.027,-17.383,,"Sabo_10",-22.717,-49.002,108,"_Gosomi",-15.807,-62.768,104,"눈꽃",20.066,-49.392,,"아침땅_",12.034,-65.907,,"펜케이크",42.795,-85.484,,"ddil_ddil69",0.332,-111.958,,"쟈가리코",-45.32,-86.999,,999.684,-0.155,-37.906,,,,996.674,-18.428,-40.991,994.171,-8.551,-64.311,,,,,,,,,,,,,,,,,,,,,,998.828,-17.218,-39.755,995.616,-8.53,-59.031,,,,,,,,,,,,,,,,"",2,0,0,"_Gosomi",,,,40,""
29,,2,1,0,0,0,0,1,0,0,0,255,255,255,15,1014.791,"인생최패망자",R,14,77,103,-0.516,0.015,0.147,2.368,-0.863,2.038,-36.742,58.004,75,21,5,0,"",359.171,320.728,19.119,0,0,4,"=","=","=","=","=","=","=","=","=",3,R,"Yaksok~",174,89.741,0.328,,74,W,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105,-37.628,-0.095,-17.033,-22.016,-49.255,-14.922,-63.784,21.754,-49.013,12.347,-64.935,41.771,-85.618,-0.066,-113.57,-43.819,-86.071,,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,1018.706,0.169,-37.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,0,0,"",,,,0,""
